text,language,label,source,Ground Truth,Prediction
"Susceptibilidad a infecciones víricas y micobacterianas: Es una inmunodeficiencia primaria, genética y poco frecuente, debida a un defecto de la inmunidad innata. Está caracterizada por una alteración de la señalización intracelular mediada por interferón tipo I y II, lo que conduce a infecciones bacterianas intracelulares (generalmente por micobacterias) y víricas (principalmente por el virus del herpes) de aparición temprana y potencialmente mortales. Enfermedad de Charcot-Marie-Tooth tipo 4 asociada al gen SURF1: Es un subtipo de la enfermedad de Charcot-Marie-Tooth tipo 4 caracterizada por el inicio en la infancia de neuropatía sensitivo-motora desmielinizante grave y progresiva que se manifiesta con debilidad muscular distal y atrofia de manos y pies, deterioro sensorial distal (vibración y pinchazo) de miembros inferiores, acidosis láctica, arreflexia y velocidades de conducción nerviosa motora gravemente reducidas (25 m/s o inferiores). Los afectados también pueden presentar cifoescoliosis, nistagmo, pérdida de audición, ataxia cerebelosa y/o anomalías en la resonancia magnética cerebral (lesiones putaminales y periacueductales). Enfermedad de HSD10: La enfermedad de HSD10 es una enfermedad neurometabólica, poco frecuente y potencialmente letal, caracterizada por un curso neurodegenerativo progresivo, epilepsia, retinopatía y cardiomiopatía progresiva. Síndrome de Feingold tipo 1: Es un síndrome malformativo congénito de origen genético poco frecuente caracterizado por anomalías digitales (acortamiento de la 2ª y 5ª falange media de la mano, clinodactilia del 5º dedo de la mano, sindactilia de los dedos 2-3 y/o 4-5 de los pies, hipoplasia del pulgar), microcefalia, dismorfia facial (fisuras palpebrales cortas y micrognatia), atresia gastrointestinal (principalmente esofágica y/o duodenal) y problemas de aprendizaje de leves a moderados. Síndrome de Feingold tipo 2: Es un síndrome malformativo congénito de origen genético poco frecuente que se caracteriza por microcefalia, talla baja, anomalías digitales (braquimesofalangia, clinodactilia del quinto dedo de la mano, sindactilia de los dedos de los pies y pulgares hipoplásicos) y discapacidad intelectual leve en ausencia de atresia gastrointestinal.",es,0,HUMAN,0,0
"Maladie de Canavan sévère: La maladie de Canavan (MC) sévère est un trouble neurodégénératif de progression rapide, caractérisé par une leucodystrophie, une macrocéphalie, un retard de développement sévère et une hypotonie. Maladie de Canavan modérée: La maladie de Canavan (MC) modérée est un trouble neurodégénératif caractérisé par un retard modéré de langage ou du développement moteur. Ataxie cérébelleuse liée à l'X non progressive: Une ataxie héréditaire rare caractérisée par un retard précoce du développement moteur, une hypotonie néonatale sévère, une ataxie non progressive et des mouvements oculaires lents, sans atteinte cognitive et en l'absence de signes pyramidaux. Syndrome de cataracte-cardiopathie congénitale-défaut de fermeture du tube neural: Le syndrome de cataracte-cardiopathie congénitale-défaut de fermeture du tube neural est une condition génétique rare caractérisée par la présence simultanée de cataractes, de malformations cardiaques congénitales et de défauts dans la fermeture du tube neural, tels que le spina bifida. Hyperplasie congénitale des surrénales par déficit en 21-hydroxylase classique avec perte de sel: L'hyperplasie congénitale des surrénales par déficit en 21-hydroxylase classique avec perte de sel est un trouble endocrinien caractérisé par une production insuffisante de cortisol et d'aldostérone, conduisant à un déséquilibre électrolytique grave en raison de la perte excessive de sel par l'organisme.",fr,1,gpt4o,1,1
"Syndrome hémolytique et urémique - Prise en charge: Actuellement on ne peut que traiter les dysfonctionnements décrits ci-dessus: 1) contrôler l'apport de l'eau et des sels minéraux; 2) dialyser. pratiquer un échange plasmatique. Le système de défense de l'organisme va détruire progressivement les bactéries mais éliminera lentement la toxine qui aura eu le temps de faire des dégâts importants. Actuellement, il n'existe aucun traitement capable d'empêcher l'action de la toxine sur les cellules du corps. Les trattments doivent être adaptés à chaque patient en fonction de ses besoins et de la gravité de ses symptômes. Les personnes atteintes du syndrome hémolytique et urémique doivent être hospitalisées pour recevoir des soins adequats. Une prise en charge précoce améliore considérablement les chances de survie. Des médicaments peuvent être administrés pour soulager les symptômes tels que des antalgiques pour lutter contre la douleur. La surveillance des signes vitaux et des paramètres biologiques est essentielle pour ajuster les traitements en fonction de l'évolution de la maladie. Les patients doivent être suivis de près pour prévenir les complications potentielles.",fr,1,llama,1,1
"Multiple Sklerose, pädiatrische: Die pädiatrische Form der Multiple Sklerose (MS) ist eine seltene Multiple-Sklerose-Variante, die durch den Beginn der Multiplen Sklerose (d. h. eine oder mehrere Episoden klinischer ZNS-Symptome, die mit einer erworbenen ZNS-Demyelinisierung konsistent sind, mit radiologisch nachgewiesener räumlicher und zeitlicher Ausbreitung entzündlicher Läsionen, nach Ausschluss anderer Erkrankungen) vor dem Alter von 18 Jahren gekennzeichnet ist. Pädiatrische MS-Patienten zeigen einen überwiegend schubförmig-remittierenden Verlauf, wobei der erste Schub in der Regel aus einer Optikusneuritis, einer transversalen Myelitis, einer akuten disseminierten Enzephalomyelitis und monofokalen oder polyfokalen neurologischen Defiziten besteht. Eine hohe Belastung durch T2-hyperintense Läsionen im anfänglichen MRT, vor allem im supratentoriellen Bereich und/oder im zervikalen Rückenmark, wurde berichtet. Noduläre Fasziitis: Ein seltener Weichteiltumor, der durch eine solitäre, faserige Gewebeverdichtung gekennzeichnet ist, die gewöhnlich im Unterhautgewebe auftritt und aus einheitlichen fibroblastischen/myofibroblastischen Zellen besteht, die ein lockeres Wachstumsmuster aufweisen. Am häufigsten sind die oberen Extremitäten, der Rumpf sowie Kopf und Hals betroffen. Die Läsion wächst typischerweise schnell und misst fast immer weniger als fünf Zentimeter im Durchmesser. Makroskopisch kann sie umschrieben oder infiltrativ erscheinen, ist aber nicht abgekapselt. Ein Rezidiv nach der Exzision ist sehr selten, und Metastasen treten nicht auf. Pontine autosomal-dominante Mikroangiopathie mit Leukoenzephalopathie: Eine rare, genetische Erkrankung, die durch autosomal-dominante Vererbung gekennzeichnet ist und zu einer progressiven Schädigung der kleinen Blutgefäße im Gehirn führt, insbesondere im Pons, einem Teil des Hirnstamms. Dies führt zu einer sogenannten Leukoenzephalopathie, bei der das weiße Hirngewebe geschädigt wird. Symptome können ab dem Kindes- oder Jugendalter auftreten und umfassen Schwierigkeiten bei der Bewegung, Gleichgewichtsstörungen, Sehstörungen, Sprachstörungen und geistige Behinderung. Kombinierter Defekt der oxidativen Phosphorylierung Typ 27: Ein seltener, genetischer Defekt, der die Fähigkeit der Zellen beeinträchtigt, Energie durch oxidative Phosphorylierung zu produzieren. Dieser Defekt führt zu einem Mangel an bestimmten Proteinen, die für die Funktion der Mitochondrien, den Kraftwerken der Zellen, wichtig sind. Symptome können ab dem Neugeborenen- oder Säuglingsalter auftreten und umfassen Atemnot, Erbrechen, Muskelschwäche, Entwicklungsrückstände und geistige Behinderung. Kondyläre Hyperplasie, primäre: Eine seltene, genetische Erkrankung, die durch eine überschüssige Knochenbildung an den Gelenken der Finger und Zehen gekennzeichnet ist. Dies führt zu einer Vergrößerung der Gelenke und zu einer Einschränkung der Beweglichkeit.",de,1,llama,1,0
"Isolierte Agenesie des Kleinhirnwurmes: Eine seltene, angeborene Kleinhirnfehlbildungsstörung, die durch eine vollständige oder partielle Kleinhirnvermis-Agenesie gekennzeichnet ist, ohne dass andere Fehlbildungen oder Anomalien damit einhergehen. Die Patienten können asymptomatisch sein, obwohl in der Regel eine psychomotorische Verzögerung, Hypotonie und Koordinationsstörung auftreten. Zu den weiteren variablen Manifestationen gehören Intelligenzminderung, okulomotorische Anomalien (wie Nystagmus, gestörtes Smooth Pursuit, gestörte Blickfolgebewegungen, Strabismus, Ptosis und okulomotorische Apraxie), Retinopathie, abnormale visuell evozierte Potenziale, Ataxie, episodische Hyperpnoe und verzögertes Laufenlernen sowie verzögerte Sprachentwicklung. Zerebelläre hemisphärische Hypoplasie, isoliert unilaterale: Die isolierte unilaterale hemisphärische Kleinhirnhypoplasie ist eine seltene, nicht-syndromale Kleinhirnfehlbildung, die durch einen Volumenverlust der rechten oder linken Kleinhirnhemisphäre bei intaktem Vermis gekennzeichnet ist und bei der keine weiteren neurologischen Anomalien (d.h. normale Großhirnhemisphären, vierter Ventrikel, Pons, Medulla und Mittelhirn) vorliegen. Die Patienten können asymptomatisch sein oder Entwicklungs- und Sprachverzögerungen, Hypotonie, abnorme Augenbewegungen, persistierende Kopfschmerzen und/oder peripheren Schwindel und Ataxie aufweisen. Die neurologische Untersuchung ist ansonsten normal. ATTR-Amyloidose, hereditäre: Eine seltene genetische Erkrankung, die durch die Ablagerung von Amyloidfibrillen im Körpergewebe gekennzeichnet ist. Diese Ablagerungen entstehen durch Mutationen im TTR-Gen, das für das Transportprotein Transthyretin kodiert. Symptome können periphere Neuropathie, autonome Dysfunktion, Kardiomyopathie und Nephropathie umfassen. Die Erkrankung wird meist autosomal-dominant vererbt und kann verschiedene Organsysteme betreffen, was zu einer Vielzahl von klinischen Manifestationen führt. L1-Syndrom: Eine Gruppe von X-chromosomal vererbten neurologischen Störungen, die durch Mutationen im L1CAM-Gen verursacht werden. Dieses Syndrom umfasst eine Bandbreite von Erkrankungen wie die L1-Syndrom-Hydrophorese, Corpus-callosum-Agenesie, Adduktoren-Dysparese und die X-chromosomale hydrozephale kraniale Dysmorphie. Symptome können geistige Behinderung, Hydrozephalus, spastische Paraplegie und Dysmorphien umfassen. Die Schwere der Symptome kann variieren, wobei Männer in der Regel stärker betroffen sind als Frauen. Lysosomale saure Lipase-Mangel: Eine seltene autosomal-rezessiv vererbte Erkrankung, die durch einen Mangel an dem Enzym lysosomale saure Lipase verursacht wird. Dieser Enzymmangel führt zur Akkumulation von Cholesterinestern und Triglyceriden in verschiedenen Geweben des Körpers. Klinische Symptome variieren stark und können Hepatomegalie, Splenomegalie, Dyslipidämie, Wachstumsverzögerung und gastrointestinale Symptome umfassen. Die Erkrankung kann bereits im Säuglingsalter auftreten oder sich später im Kindes- oder Erwachsenenalter manifestieren.",de,1,gpt4o,1,0
"Encéphalomyélite progressive avec rigidité et myoclonies: Maladie rare du spectre du syndrome de l'homme raide caractérisée par une rigidité des membres et du tronc, des spasmes provoqués par un stimulus, des myoclonies, une hyperexplexie, une dysautonomie et une atteinte du tronc cérébral ou autres troubles neurologiques. La maladie est progressive et peut engager le pronostic vital, notamment en raison de l'insuffisance respiratoire. Elle peut être associée à la présence du récepteur de la glycine ou d'anticorps anti-glutamate décarboxylase, ainsi que de thymomes ou de lymphomes. Hyperglucagonémie associée à GCGR: Tumeur rare du pancréas due à des mutations du gène <i>GCGR</i> caractérisée par une hyperplasie des cellules alpha pancréatiques, des tumeurs neuroendocrines pancréatiques et des taux sériques de glucagon considérablement élevés, en l'absence de glucagonome. Les manifestations cliniques peuvent inclure des douleurs abdominales, une pancréatite, une fatigue, des diarrhées et un diabète sucré. Infection humaine à l'orthopoxvirus: Maladie virale rare caractérisée par de la fièvre, des malaises, une lymphadénopathie et un exanthème maculo-papuleux se propageant du site de l'infection à d'autres régions du corps. Les lésions cutanées finissent par se dessécher et peuvent laisser des cicatrices. Après l'éradication du virus de la variole, responsable de la variole chez l'homme, les espèces d'orthopoxvirus les plus virulentes pour l'homme sont le virus de la variole du singe et le virus de la variole de la vache. Insuffisance placentaire: Dysfonctionnement placentaire caractérisé par une capacité réduite du placenta à assurer ses fonctions essentielles, notamment l'apport en oxygène et en nutriments au fœtus, la production hormonale, et l'élimination des déchets. Cette affection peut entraîner des complications pour la mère et le fœtus, y compris un retard de croissance intra-utérin, une diminution du liquide amniotique, une souffrance fœtale, et un risque accru de complications à l'accouchement. Accident vasculaire cérébral ischémique de l'enfant: Condition médicale résultant d'une interruption de l'apport sanguin vers une partie du cerveau chez un enfant, provoquant des lésions cérébrales. Les causes peuvent inclure des anomalies congénitales des vaisseaux sanguins, des troubles de la coagulation, et des infections. Les symptômes peuvent varier en fonction de la région cérébrale affectée, incluant des faiblesses ou des paralysies, des convulsions, des troubles de la parole, et des difficultés cognitives. Un diagnostic et une prise en charge rapide sont essentiels pour minimiser les dommages neurologiques.",fr,1,gpt4o,1,1
"Distal duplication 4q syndrome: Distal trisomy 4q is a rare chromosomal anomaly syndrome, resulting from the partial duplication of the long arm of chromosome 4, with highly variable phenotype typically characterized by psychomotor delay, intellectual disability, craniofacial dysmorphism (microcephaly, low-set, prominent ears, downslanting palpebral fissures, hypertelorism, epicanthic folds, broad, prominent nasal bridge, high arched and cleft palate, micro-/retrognathia), seizures, as well as tooth and digital anomalies (clinodactyly, polydactyly). Cardiac malformations, renal anomalies, cryptorchidism, hypotonia and hearing impairment have also been reported. Distal duplication 5q syndrome: Distal trisomy 5q is a rare chromosomal anomaly syndrome, resulting from a partial duplication of the long arm of chromosome 5, characterized by short stature, moderate intellectual disability, and craniofacial dysmorphism (microcephaly, flat facies, large, low-set dysplastic ears, down-slanted, almond-shaped palpebral fissures, hypertelorism, epicanthal folds, small nose, long philtrum, small mouth with thin upper lip, and micrognathia). Patients also frequently present speech and cognitive delay, cardiac (ventriculomegaly, ventricular septum defect) and skeletal abnormalities (craniosynostosis, radial agenesis, ulnar hypoplasia, brachydactyly) and genital malformations (hypospadias, cryptorchidism). Distal duplication 6q syndrome: Distal trisomy 6q is a rare chromosomal anomaly syndrome resulting from the partial duplication of the long arm of chromosome 6, with highly variable phenotype, typically characterized by growth and developmental delay, intellectual disability, craniofacial dysmorphism (microcephaly, flat facial profile, frontal bossing, hypertelorism, downward-slanting palpebral fissures, flat nasal bridge, anteverted nares, bow shaped mouth, micrognathia), short webbed neck and joint contractures. Cardiac, urogenital, ophthalmologic and hand and foot anomalies, as well as umbilical hernia, spasticity, and seizures, are other features that have been reported. Distal duplication 8q syndrome: Distal trisomy 8q is a rare chromosomal anomaly syndrome, resulting from the partial duplication of the long arm of chromosome 8, characterized by moderate intellectual disability, and craniofacial dysmorphism (brachycephaly, prominent forehead, flat facies, low-set, posteriorly rotated ears, downslanting palpebral fissures, hypertelorism, epicanthal folds, broad nasal bridge, flat nasal tip, and micrognathia). Patients also frequently present speech and cognitive delay, behavioral problems, cardiac malformations (atrial septal defects, ventricular septal defects), and skeletal abnormalities (brachydactyly, clubfoot, scoliosis). Distal duplication 9q syndrome: Distal trisomy 9q is a rare chromosomal anomaly syndrome, resulting from the partial duplication of the long arm of chromosome 9, typically characterized by developmental delay, intellectual disability, craniofacial dysmorphism (microcephaly, flat facies, prominent ears, downslanting palpebral fissures, hypertelorism, epicanthal folds, long philtrum, and micrognathia), and vision problems. Cardiac malformations (atrial septal defects, patent ductus arteriosus), skeletal abnormalities ( joint laxity, scoliosis, brachydactyly), hearing impairment, and genital malformations (hypospadias, cryptorchidism) have also been reported.",en,1,llama,1,0
"Síndrome de Timothy: Es un trastorno poco frecuente con múltiples anomalías congénitas y afectación cardíaca con prolongación del intervalo QT como característica principal, defectos cardíacos congénitos, sindactilia, dismorfia facial y trastornos del neurodesarrollo. Se reconocen tres fenotipos clínicos: los tipos clásicos que se presentan con un intervalo QT prolongado y con (TS1) o sin (TS2) sindactilia cutánea de los dedos de manos y pies. La forma atípica (ATS) tiene presentación multisistémica pero no necesariamente asocia QT prolongado. Enfermedad de los ganglios basales sensible a la biotina-tiamina: Es un trastorno neurológico de origen genético poco frecuente caracterizado por una encefalopatía subaguda con confusión, crisis epilépticas y trastornos del movimiento, a menudo después de una enfermedad febril. La neuroimagen puede revelar lesiones bilaterales en los ganglios basales. Por lo general, la enfermedad produce síntomas en la infancia, siendo potencialmente mortal en ausencia de tratamiento, aunque los síntomas se pueden revertir y la progresión prevenir mediante el tratamiento con dosis elevadas de biotina y tiamina. Síndrome de microdeleción 3q29: Es un trastorno genético raro causado por la eliminación de una pequeña sección del cromosoma 3 en la región q29, presentando una variedad de síntomas que pueden incluir retraso en el desarrollo, discapacidades intelectuales, problemas de conducta y un mayor riesgo para trastornos psiquiátricos como la esquizofrenia. Los individuos con este síndrome también pueden presentar características dismórficas faciales, problemas de alimentación, y, en algunos casos, defectos cardíacos congénitos. Atresia vaginal: Es una anomalía congénita en la cual el canal vaginal está ausente o subdesarrollado, lo que puede resultar en la acumulación de flujo menstrual dentro del útero o el abdomen, causando dolor y otros síntomas. Las personas con atresia vaginal pueden enfrentar problemas con la menstruación, el desarrollo sexual y la fertilidad, y el tratamiento generalmente requiere intervención quirúrgica para crear un canal vaginal funcional. Colestasis intrahepática recurrente benigna: Es un trastorno hepático caracterizado por episodios recurrentes de colestasis, donde el flujo de bilis desde el hígado se bloquea, causando síntomas como ictericia, picazón intensa, y malestar abdominal. Estos episodios son temporales y se resuelven espontáneamente entre las crisis, sin causar daño permanente al hígado.",es,1,gpt4o,1,1
"El herpes zóster, es una infección vírica causada por el Herpesvirus varicella-zoster (VZV), el mismo virus que causa la viruela del pollo (varicela). Después de que la persona se recupera de la varicela, el virus permanece latente en el sistema nervioso. En algunos casos, el virus puede reactivarse más adelante en la vida y provocar herpes zóster. Solo se puede contraer herpes zóster si ha tenido varicela anteriormente, ya que la causa es una reactivación del virus latente en el cuerpo. Si no ha padecido varicela o no ha sido vacunado frente a la varicela y tiene contacto con alguien que tenga herpes zóster es posible que desarrolle varicela. Una persona con herpes zóster tiene menos probabilidades de contagiar el virus a otras personas si su sarpullido está completamente cubierto. Cualquier persona que haya tenido varicela puede desarrollar herpes zóster. El riesgo de padecer herpes zóster aumenta con la edad, especialmente en las personas mayores de 50 años. El sistema inmunológico debilitado también puede aumentar la probabilidad de reactivación del virus. Los síntomas iniciales del herpes zóster suelen incluir dolor, ardor o cosquilleo en una parte del cuerpo. Después de unos días, aparece un sarpullido que se transforma en ampollas dolorosas. Estas ampollas generalmente se forman en un solo lado del cuerpo o en una pequeña área. El dolor asociado al herpes zóster puede ser intenso y persistir incluso después de que el sarpullido desaparece, una condición conocida como neuralgia posherpética. Se recomienda consultar a un médico lo antes posible para recibir tratamiento. Los medicamentos antivirales pueden ayudar a reducir la duración y la gravedad del brote. También es importante mantener el área afectada limpia y seca para prevenir infecciones secundarias.",es,1,gpt4o,1,1
"Acrokeratosis verruciformis of Hopf: A rare, genetic, acrokeratoderma disease characterized by multiple, symmetrical, asymptomatic, skin-colored (rarely, brownish), flat-topped, wart-like papules located on the dorsal aspects of the hands and feet (occasionally found on other parts of the body, such as knees, elbows and forearms), typically associated with palmoplantar punctate keratosis and variable nail involvement (including leukonychia, thickening, ridging, longitudinal striations and splitting). Histology reveals undulating hyperkeratosis, papillomatosis, hypergranulosis, and acanthosis, creating a characteristic 'church spire' appearance, with no acantholysis nor dyskeratosis associated. Disseminated superficial actinic porokeratosis: A rare skin disease that is the most common form of porokeratosis characterized by the presence of several small annular plaques with a distinctive keratotic rim found most commonly on sun-exposed areas of the skin, particularly the extremities. Idiopathic trachyonychia: A rare isolated nail anomaly characterized by brittle, thin, rough, opaque appearing nails with excessive longitudinal ridging. In a less severe form, the nails retain their luster and present with superficial ridging and multiple small geometric pits. In both varieties, superficial scaling of the nail plate and hyperkeratosis of the cuticles, as well as koilonychia and onychoschizia are observed. Any number of nails may be affected, and fingernails are more often affected than toenails. Spontaneous improvement of the condition may occur. Hydroxykynureninuria: A rare, genetic disorder of tryptophan metabolism characterized by massive urinary excretion of xanthurenic acid (XA), 3-hydroxykynurenine and kynurenine and increased XA concentration in plasma. The clinical phenotype is highly variable, ranging from asymptomatic or mild cases presentating with jaundice and vomiting, with subsequent normal development and growth, to more severe cases with manifestions which include intellectual disability, cerebellar ataxia, pellagra, progressive encephalopathy with muscular hypotonia, global developmental delay, stereotyped gestures and/or congenital deafness. Seizures-intellectual disability due to hydroxylysinuria syndrome: A rare inborn error of metabolism characterized by infantile onset of global developmental delay, severe intellectual disability, seizures, and movement disorder (including tremor, hyperkinesia, and myoclonus), associated with excessive excretion of hydroxylysine in urine. There have been no further descriptions in the literature since 1970.",en,0,HUMAN,0,0
"Trauma (Psychologie): Als psychisches, seelisches oder mentales Trauma (Plural Traumata, Traumen; von altgriechisch τραῦμα ‚Wunde‘) wird in der Psychologie analog zum Trauma in der Medizin eine seelische Verletzung bezeichnet, die mit einer starken psychischen Erschütterung einhergeht und durch sehr verschiedene Erlebnisse hervorgerufen werden kann. Der Begriff ist unspezifisch und wird verwendet für das Erleben einer Diskrepanz zwischen einem bedrohlichen bzw. als bedrohlich erlebten Ereignis und den individuellen Möglichkeiten, das Erlebte zu verarbeiten. Beides kann sich in zahlreichen Merkmalen wie Qualität, Ausprägung und Folgen unterscheiden. Insofern werden so verschiedene Ereignisse wie beispielsweise ein Kindheitstrauma oder ein Kriegstrauma unter dem gemeinsamen Oberbegriff gefasst. Zu den Folgen zählen psychische und körperliche Symptome wie Posttraumatische Belastungsstörung, Depression, Angststörung, Suchterkrankung, seltener komplexe posttraumatische Belastungsstörung sowie dissoziative Identitätsstörung. Die Lehre von den psychischen Traumafolgen ist die Psychotraumatologie.",de,0,HUMAN,0,1
"Hamartomas hipotalámicos con crisis gelásticas: Son una malformación cerebral poco frecuente con síndrome de epilepsia caracterizado por crisis de inicio temprano gelásticas (risa ictal) o dacrísticas (llanto ictal) debido a hamartomas hipotálamicos malformativos no neoplásicos . En muchos pacientes las crisis progresan a otros tipos de crisis, incluyendo crisis focales y generalizadas, con deterioro cognitivo concomitante y trastornos de conducta. Algunos pacientes también presentan pubertad precoz. Síndrome de hemiconvulsión-hemiplejia idiopático: Es una encefalopatía aguda poco frecuente con estatus epilético mediado por inflamación, y se caracteriza por el inicio en la lactancia de un estatus epiléptico refractario unilateral, principalmente clónico, durante o poco después de un episodio febril sin evidencia de infección del sistema nervioso central, seguido de hemiplejía permanente o transitoria con una duración mínima de una semana. La mayoría de los niños experimentan epilepsia farmacorresistente unos meses después. La neuroimagen muestra una inflamación edematosa del hemisferio afectado en el momento del estatus inicial, seguida de una hemiatrofia sin correlato con ningún territorio vascular. Epilepsia mioclónica del lactante: Es un síndrome epiléptico del lactante poco frecuente caracterizado por crisis mioclónicas de inicio en la lactancia en pacientes con un desarrollo y un estado neurológico normales. Las sacudidas pueden variar en gravedad, pudiendo presentarse de forma aislada o agrupadas, y produciéndose de manera espontánea o (con menor frecuencia) o desencadenadas por estímulos sensitivos. Las crisis epilépticas son autolimitadas y remiten después de varios meses o años desde el inicio, aunque pueden aparecer crisis tónico-clónicas generalizadas u otras formas de epilepsia en edades más tardías. Se ha descrito retraso psicomotor y problemas cognitivos y de conducta en un porcentaje considerable de los pacientes. Epilepsia con ausencias mioclónicas: Es una epilepsia poco frecuente de inicio en la infancia caracterizada por un inicio repentino, con ausencias de corta duración asociadas con mioclonía rítmica de cabeza y hombros.",es,0,HUMAN,0,1
"Multiple carboxylase deficiency: A group of inborn errors of biotin metabolism characterized by reduced activities of biotin-dependent enzymes resulting in a wide spectrum of symptoms, including feeding difficulty, breathing difficulties, lethargy, seizures, skin rash, alopecia, and developmental delay. This group includes biotinidase deficiency and biotin holocarboxylase synthetase deficiency. Isolated glycerol kinase deficiency: Isolated glycerol kinase deficiency (GKD) is a very rare X-linked disorder of glycerol metabolism characterized biochemically by elevated plasma and urine glycerol levels, and clinically by variable neurometabolic manifestations, depending on the age of onset, and varying from a life-threatening childhood metabolic crisis to an asymptomatic adult form (infantile GKD, juvenile GKD, and adult GKD (see these terms)). Pyruvate dehydrogenase deficiency: Pyruvate dehydrogenase deficiency (PDHD) is a rare neurometabolic disorder characterized by a wide range of clinical signs with metabolic and neurological components of varying severity. It presents with a range of symptoms including developmental delay, neurological deficits, poor muscle tone, and in severe cases, may lead to early childhood death. Encephalopathy due to sulfite oxidase deficiency: A rare genetic disorder caused by the deficiency of the enzyme sulfite oxidase, leading to the accumulation of toxic sulfite and sulfite-derived compounds in the body. This condition results in severe neurological symptoms such as seizures, developmental delays, and brain damage, often manifesting in the neonatal period or early infancy. Dubowitz syndrome: A rare genetic disorder characterized by growth retardation, distinct facial features, skin abnormalities, intellectual disability, and a higher risk of developing various cancers.",en,1,gpt4o,1,1
"Syndrome de microdélétion 22q11.2 distale: Syndrome d'anomalies chromosomiques rares résultant de la délétion partielle du bras long du chromosome&#8239;22, en dehors de la région critique du syndrome de DiGeorge. Le phénotype se caractérise par la prématurité, un retard de croissance pré- et post-natal, un retard de développement (en particulier du langage), une légère déficience intellectuelle, des anomalies cardiaques variables et des anomalies squelettiques mineures (clinodactylie). Une dysmorphie, à savoir&#8239;microcéphalie, sourcils arqués, yeux situés profondément dans les orbites, fentes palpébrales étroites et orientées vers le haut, anomalies des oreilles (oreilles d'implantation basse, fibrochondrome et sinus préauriculaire), ailes du nez hypoplasiques, philtrum lisse, commissures des lèvres orientées vers le bas, lèvre supérieure fine, rétro-/micrognatie et menton pointu, est présente chez la moitié des patients. Certaines délétions très distales, dont celles du gène <i>SMARCB1</i>, sont associées à un risque de tumeurs malignes rhabdoïdes. La plupart des délétions surviennent <i> de novo</i>. Syndrome de microduplication 22q11.2 distale: Syndrome d'anomalie chromosomique rare, résultant de la duplication partielle du bras long du chromosome 22, dont le phénotype très inconstant est caractérisé principalement par un retard de développement, une déficience intellectuelle, des troubles du comportement et une dysmorphie craniofaciale non spécifique. Des malformations cardiaques congénitales, une atteinte visuelle et auditive, des anomalies urogénitales et des convulsions ont également été rapportées. La pénétrance est incomplète. Dans 70 % des cas, la duplication est transmise par un parent asymptomatique. Syndrome de trisomie 1q: Un syndrome d'anomalie chromosomique rare, cause par la duplication partielle du long bras du chromosome 1. Le phénotype est très variable, et se caractérise principalement par un déficit intellectuel, une petite taille, une dysmorphie craniofaciale (incluant une macro-/microcéphalie, un front proéminent, des oreilles implantées basses, ourlées vers l'arrière, des fentes palpébrales anormales, une microphtalmie, un pont nasal plat et large, un palais ogival, une micro-/rétrognathie), ainsi que des anomalies cardiaques et urogénitales. Les patients peuvent aussi présenter des malformations cérébrales (comme une ventriculomégalie) et gastro-intestinales, ainsi qu'un tremblement dystonique et des infections récurrentes des voies respiratoires. Syndrome de microdélétion 2p15p16.1: Le syndrome de microdélétion 2p15p16.1, récemment décrit, se caractérise par un retard du développement et une dysmorphie faciale. Syndrome de duplication Xq27.3q28: Le syndrome de duplication Xq27.3q28, récemment décrit, se caractérise par une petite taille, un hypogonadisme, un retard du développement et une dysmorphie faciale.",fr,0,HUMAN,0,1
"Fraser-Syndrom: Eine seltene kongenitale Fehlbildung, die hauptsächlich durch ein- oder beidseitigen Kryptophthalmus, Syndaktylie und urogenitale Anomalien gekennzeichnet ist. Gaumenspalte: Die Gaumenspalte ist eine Spalten-Embryopathie, die in unterschiedlichem Ausmaß den weichen und harten Gaumen betrifft. 48,XXYY-Syndrom: Das 48,XXYY-Syndrom ist eine aneuploide Chromosomenanomalie mit je einem überzähligen X- und Y-Chromosom bei männlichen Patienten. Barth-Syndrom: Eine seltene X-chromosomale Erbkrankheit, die zu Kardiomyopathie, Muskelschwäche und erhöhtem Infektionsrisiko führt und oft mit einer Vergrößerung des linken Ventrikels einhergeht. Beryllium-Krankheit: Eine seltene lungenerkrankung, die durch die Einatmung von Berylliumstaub verursacht wird und zu Entzündungen und Narbenbildung in den Lungen führt, die Atembeschwerden und andere Symptome hervorrufen.",de,1,llama,1,1
